word,valence,arousal,dominance,Publication,Political Compass/Theme
challenge,0.6915887850323172,0.7770154374346331,0.6783980582697473,The Sidemen,People & Blogs
fan,0.7570093458297666,0.5763293310640533,0.6990291262814591,The Sidemen,People & Blogs
challenge,0.6915887850323172,0.7770154374346331,0.6783980582697473,The Sidemen,People & Blogs
guess,0.6028037383459254,0.5936963979615073,0.4757281552889056,The Sidemen,People & Blogs
model,0.5794392523167962,0.411663807836735,0.5339805824790272,The Sidemen,People & Blogs
reverse,0.4801401869383243,0.5182120876265435,0.3598300970737699,The Sidemen,People & Blogs
hide,0.4299065421228928,0.5647512864657506,0.3786407767357903,The Sidemen,People & Blogs
seek,0.6203271028327255,0.5042881646231564,0.5825242719012159,The Sidemen,People & Blogs
husky,0.8218457944309273,0.6129931389586784,0.5145631067975304,K'eyush The Stunt Dog,Animals & Nature
try,0.7079439252667263,0.5866209263140025,0.8155339806617022,K'eyush The Stunt Dog,Animals & Nature
wake,0.570093458017294,0.5840480274629217,0.5825242719012159,K'eyush The Stunt Dog,Animals & Nature
house,0.8130841121875272,0.3814322469926248,0.7961165048345744,K'eyush The Stunt Dog,Animals & Nature
moody,0.2710280373491135,0.7770154374346331,0.4077669903308511,K'eyush The Stunt Dog,Animals & Nature
suspicious,0.3084112149676828,0.6586620926005254,0.4368932039259119,K'eyush The Stunt Dog,Animals & Nature
husky,0.8218457944309273,0.6129931389586784,0.5145631067975304,K'eyush The Stunt Dog,Animals & Nature
run,0.4713785046949242,0.6174957119094763,0.6504854368592704,K'eyush The Stunt Dog,Animals & Nature
away,0.551401869137916,0.4007289879897959,0.6310679611777735,K'eyush The Stunt Dog,Animals & Nature
tell,0.5409565695112596,0.5261578044714083,0.5488292404901775,K'eyush The Stunt Dog,Animals & Nature
husky,0.8218457944309273,0.6129931389586784,0.5145631067975304,K'eyush The Stunt Dog,Animals & Nature
tell,0.5409565695112596,0.5261578044714083,0.5488292404901775,K'eyush The Stunt Dog,Animals & Nature
important,0.7570093458297666,0.6586620926005254,0.8155339806617022,K'eyush The Stunt Dog,Animals & Nature
husky,0.8218457944309273,0.6129931389586784,0.5145631067975304,K'eyush The Stunt Dog,Animals & Nature
wage,0.7570093458297666,0.6895368781959993,0.4326456310614218,K'eyush The Stunt Dog,Animals & Nature
husky,0.8218457944309273,0.6129931389586784,0.5145631067975304,K'eyush The Stunt Dog,Animals & Nature
battle,0.3837616822609234,0.9365351629597898,0.4563106796074087,K'eyush The Stunt Dog,Animals & Nature
win,0.8460692689180405,0.8747855917688422,0.8137623747877438,K'eyush The Stunt Dog,Animals & Nature
birthday,0.879054425508367,0.6271819191490613,0.6796116504543313,K'eyush The Stunt Dog,Animals & Nature
husky,0.8218457944309273,0.6129931389586784,0.5145631067975304,K'eyush The Stunt Dog,Animals & Nature
serious,0.5233644859590357,0.6586620926005254,0.6796116504543313,K'eyush The Stunt Dog,Animals & Nature
beef,0.4626168224515241,0.6090202805362459,0.6310679611777735,K'eyush The Stunt Dog,Animals & Nature
man,0.6168224299353654,0.5866209263140025,0.6601941747728344,K'eyush The Stunt Dog,Animals & Nature
husky,0.8218457944309273,0.6129931389586784,0.5145631067975304,K'eyush The Stunt Dog,Animals & Nature
try,0.7079439252667263,0.5866209263140025,0.8155339806617022,K'eyush The Stunt Dog,Animals & Nature
trade,0.6290887850761255,0.4837049742776318,0.6019417475827127,K'eyush The Stunt Dog,Animals & Nature
real,0.6448598131142457,0.5660377358141041,0.6213592232642096,K'eyush The Stunt Dog,Animals & Nature
one,0.5981308411961743,0.4631217839321072,0.7087378640493919,K'eyush The Stunt Dog,Animals & Nature
get,0.6261682243750546,0.5068610634742372,0.8058252427481383,K'eyush The Stunt Dog,Animals & Nature
move,0.6168224299353654,0.4734133790276825,0.6116504854962768,K'eyush The Stunt Dog,Animals & Nature
husky,0.8218457944309273,0.6129931389586784,0.5145631067975304,K'eyush The Stunt Dog,Animals & Nature
want,0.6553738318063258,0.5969125214095777,0.6601941747728344,K'eyush The Stunt Dog,Animals & Nature
husky,0.8218457944309273,0.6129931389586784,0.5145631067975304,K'eyush The Stunt Dog,Animals & Nature
patience,0.7289719626508865,0.2270583190152557,0.7876213592512253,K'eyush The Stunt Dog,Animals & Nature
run,0.4713785046949242,0.6174957119094763,0.6504854368592704,K'eyush The Stunt Dog,Animals & Nature
danger,0.2172897196363219,0.8542024014233176,0.1553398057432369,One Minute Animals,Animals & Nature
ocean,0.8568925234045276,0.3087478559547381,0.4660194175209728,One Minute Animals,Animals & Nature
cattle,0.5940420561025253,0.5248713551230548,0.4368932039259119,One Minute Animals,Animals & Nature
dog,0.8130841121875272,0.4364847139460616,0.5242718447110942,One Minute Animals,Animals & Nature
ultimate,0.7009345794720062,0.7615780446368962,0.4951456311160334,One Minute Animals,Animals & Nature
dog,0.8130841121875272,0.4364847139460616,0.5242718447110942,One Minute Animals,Animals & Nature
minute,0.6261682243750546,0.3814322469926248,0.4599514563067914,One Minute Animals,Animals & Nature
danger,0.2172897196363219,0.8542024014233176,0.1553398057432369,One Minute Animals,Animals & Nature
ocean,0.8568925234045276,0.3087478559547381,0.4660194175209728,One Minute Animals,Animals & Nature
italian,0.682242990732815,0.487564322477066,0.5964805825336388,One Minute Animals,Animals & Nature
lap,0.5794392523167962,0.4393224699841382,0.5145631067975304,One Minute Animals,Animals & Nature
dog,0.8130841121875272,0.4364847139460616,0.5242718447110942,One Minute Animals,Animals & Nature
lazy,0.3691588784751944,0.3704974271456858,0.4368932039259119,One Minute Animals,Animals & Nature
owner,0.5765186916157251,0.4322469983366334,0.6504854368592704,One Minute Animals,Animals & Nature
minute,0.6261682243750546,0.3814322469926248,0.4599514563067914,One Minute Animals,Animals & Nature
rare,0.682242990732815,0.6586620926005254,0.5922330096691487,One Minute Animals,Animals & Nature
dog,0.8130841121875272,0.4364847139460616,0.5242718447110942,One Minute Animals,Animals & Nature
breed,0.5233644859590357,0.6072041166595271,0.6146844660305518,One Minute Animals,Animals & Nature
toe,0.4766355140409642,0.2984562607047889,0.563106796074088,One Minute Animals,Animals & Nature
bear,0.7102803739116953,0.6708833619501918,0.4466019416938448,One Minute Animals,Animals & Nature
beast,0.4953271027801554,0.7101200686958977,0.427184466012348,One Minute Animals,Animals & Nature
minute,0.6261682243750546,0.3814322469926248,0.4599514563067914,One Minute Animals,Animals & Nature
rare,0.682242990732815,0.6586620926005254,0.5922330096691487,One Minute Animals,Animals & Nature
dog,0.8130841121875272,0.4364847139460616,0.5242718447110942,One Minute Animals,Animals & Nature
breed,0.5233644859590357,0.6072041166595271,0.6146844660305518,One Minute Animals,Animals & Nature
toe,0.4766355140409642,0.2984562607047889,0.563106796074088,One Minute Animals,Animals & Nature
phone,0.6355140186745567,0.5999394611526514,0.5242718447110942,Mr. Who's Boss,Science & Tech
thing,0.570093458017294,0.5248713551230548,0.6019417475827127,Mr. Who's Boss,Science & Tech
tell,0.5409565695112596,0.5261578044714083,0.5488292404901775,Mr. Who's Boss,Science & Tech
turn,0.5940420561025253,0.4734133790276825,0.6213592232642096,Mr. Who's Boss,Science & Tech
object,0.4766355140409642,0.3807890222412611,0.6310679611777735,Mr. Who's Boss,Science & Tech
speaker,0.551401869137916,0.4734133790276825,0.6504854368592704,Mr. Who's Boss,Science & Tech
phone,0.6355140186745567,0.5999394611526514,0.5242718447110942,Mr. Who's Boss,Science & Tech
super,0.7850467290086469,0.709476843944534,0.7330097087604863,Mr. Who's Boss,Science & Tech
gadget,0.7383177570905756,0.4837049742776318,0.6699029126863982,Mr. Who's Boss,Science & Tech
world,0.694464414144601,0.5969125214095777,0.4757281552889056,Mr. Who's Boss,Science & Tech
expensive,0.2616822430496113,0.8130360205778945,0.5054611650490739,Mr. Who's Boss,Science & Tech
laptop,0.6466121495629258,0.3807890222412611,0.7281553398765199,Mr. Who's Boss,Science & Tech
time,0.5327102803987247,0.4939965695275811,0.3962378640675959,Mr. Who's Boss,Science & Tech
worry,0.1495327103340903,0.7512864493869469,0.281553398037044,Mr. Who's Boss,Science & Tech
cheap,0.6355140186745567,0.4219554030866842,0.5339805824790272,Steve Mould,Science & Tech
trick,0.5064252336685245,0.5145797598731056,0.2718446601234801,Steve Mould,Science & Tech
water,0.7476635513900777,0.4013722127411596,0.572815533987652,Steve Mould,Science & Tech
solve,0.7476635513900777,0.6174957119094763,0.6310679611777735,Steve Mould,Science & Tech
water,0.7476635513900777,0.4013722127411596,0.572815533987652,Steve Mould,Science & Tech
solve,0.7476635513900777,0.6174957119094763,0.6310679611777735,Steve Mould,Science & Tech
camera,0.7342289719969265,0.6483704975049501,0.5436893203925912,Steve Mould,Science & Tech
see,0.682242990732815,0.4219554030866842,0.6116504854962768,Steve Mould,Science & Tech
sound,0.7476635513900777,0.5743996569643361,0.5145631067975304,Steve Mould,Science & Tech
hand,0.6542056075539348,0.3499142366457873,0.6310679611777735,Steve Mould,Science & Tech
weird,0.6074766354956764,0.6174957119094763,0.4368932039259119,Steve Mould,Science & Tech
dog,0.8130841121875272,0.4364847139460616,0.5242718447110942,Steve Mould,Science & Tech
like,0.7517523364837266,0.5145797598731056,0.6601941747728344,Steve Mould,Science & Tech
touch,0.7009345794720062,0.7101200686958977,0.6796116504543313,Steve Mould,Science & Tech
lens,0.5151869159119246,0.3704974271456858,0.6116504854962768,Steve Mould,Science & Tech
weird,0.6074766354956764,0.6174957119094763,0.4368932039259119,Steve Mould,Science & Tech
football,0.4112149532435147,0.6174957119094763,0.5436893203925912,F2Freestyle,Sport
challenge,0.6915887850323172,0.7770154374346331,0.6783980582697473,F2Freestyle,Sport
crazy,0.3750000000175233,0.6544243769910972,0.4466019416938448,F2Freestyle,Sport
penalty,0.3177570094073718,0.7409948542913716,0.3786407767357903,F2Freestyle,Sport
short,0.5327102803987247,0.4837049742776318,0.4757281552889056,F2Freestyle,Sport
mount,0.5981308411961743,0.5660377358141041,0.6019417475827127,F2Freestyle,Sport
battle,0.3837616822609234,0.9365351629597898,0.4563106796074087,F2Freestyle,Sport
premier,0.6168224299353654,0.399656946891897,0.6825989544837474,F2Freestyle,Sport
league,0.6115654205893254,0.4322469983366334,0.563106796074088,F2Freestyle,Sport
session,0.5327102803987247,0.5248713551230548,0.572815533987652,F2Freestyle,Sport
one,0.5981308411961743,0.4631217839321072,0.7087378640493919,F2Freestyle,Sport
one,0.5981308411961743,0.4631217839321072,0.7087378640493919,F2Freestyle,Sport
football,0.4112149532435147,0.6174957119094763,0.5436893203925912,F2Freestyle,Sport
challenge,0.6915887850323172,0.7770154374346331,0.6783980582697473,F2Freestyle,Sport
female,0.6904205607799261,0.5545353646978001,0.6601941747728344,F2Freestyle,Sport
world,0.694464414144601,0.5969125214095777,0.4757281552889056,F2Freestyle,Sport
champion,0.8598130841055986,0.7512864493869469,0.8349514563431991,F2Freestyle,Sport
challenge,0.6915887850323172,0.7770154374346331,0.6783980582697473,F2Freestyle,Sport
dark,0.4859813084806534,0.4425385934322087,0.3495145631407296,F2Freestyle,Sport
public,0.4363317757213239,0.5969125214095777,0.417475728098784,F2Freestyle,Sport
funny,0.7663551402694558,0.6998284734459485,0.8349514563431991,F2Freestyle,Sport
football,0.4112149532435147,0.6174957119094763,0.5436893203925912,F2Freestyle,Sport
manager,0.5420560748384138,0.6397941681042634,0.6990291262814591,F2Freestyle,Sport
stereotype,0.2710280373491135,0.7307032590414223,0.2524271844419833,F2Freestyle,Sport
part,0.4953271027801554,0.2984562607047889,0.5048543688839664,F2Freestyle,Sport
leadership,0.6074766354956764,0.736151750671579,0.8155339806617022,F2Freestyle,Sport
series,0.6355140186745567,0.3499142366457873,0.5339805824790272,F2Freestyle,Sport
woman,0.775700934568958,0.6586620926005254,0.7378640776444527,F2Freestyle,Sport
technology,0.7383177570905756,0.7307032590414223,0.7087378640493919,F2Freestyle,Sport
education,0.7429906542403266,0.4219554030866842,0.7669902912395136,F2Freestyle,Sport
programme,0.567757009372325,0.5000504490137281,0.3962378640675959,F2Freestyle,Sport
thrive,0.8130841121875272,0.6072041166595271,0.6692961165212908,F2Freestyle,Sport
woman,0.775700934568958,0.6586620926005254,0.7378640776444527,F2Freestyle,Sport
world,0.694464414144601,0.5969125214095777,0.4757281552889056,F2Freestyle,Sport
cup,0.6728971962931259,0.2469982847637905,0.6601941747728344,F2Freestyle,Sport
elite,0.5327102803987247,0.6805317324487774,0.6796116504543313,F2Freestyle,Sport
performance,0.6542056075539348,0.6998284734459485,0.5825242719012159,F2Freestyle,Sport
lesson,0.5233644859590357,0.5042881646231564,0.4963592233006173,F2Freestyle,Sport
brother,0.7196261682111974,0.3293310463002628,0.6504854368592704,F2Freestyle,Sport
arm,0.4953271027801554,0.2881646654548397,0.6213592232642096,F2Freestyle,Sport
ultimate,0.7009345794720062,0.7615780446368962,0.4951456311160334,F2Freestyle,Sport
experience,0.8043224299441272,0.5866209263140025,0.6990291262814591,F2Freestyle,Sport
ambassador,0.570093458017294,0.4939965695275811,0.6601941747728344,F2Freestyle,Sport
team,0.6728971962931259,0.5042881646231564,0.7669902912395136,F2Freestyle,Sport
clinic,0.4018691589440125,0.5454545454685794,0.4368932039259119,F2Freestyle,Sport
pat,0.5887850467564852,0.2469982847637905,0.6116504854962768,F2Freestyle,Sport
ambassador,0.570093458017294,0.4939965695275811,0.6601941747728344,F2Freestyle,Sport
lesson,0.5233644859590357,0.5042881646231564,0.4963592233006173,F2Freestyle,Sport
visit,0.7009345794720062,0.5999394611526514,0.6116504854962768,Bald & Bankrupt,Travel
country,0.7254672897535265,0.5454545454685794,0.4951456311160334,Bald & Bankrupt,Travel
anymore,0.4713785046949242,0.4322469983366334,0.5048543688839664,Bald & Bankrupt,Travel
find,0.7383177570905756,0.452830188682158,0.6601941747728344,Bald & Bankrupt,Travel
street,0.5327102803987247,0.5145797598731056,0.6019417475827127,Bald & Bankrupt,Travel
mysterious,0.7850467290086469,0.7512864493869469,0.572815533987652,Bald & Bankrupt,Travel
chinese,0.6261682243750546,0.4939965695275811,0.5533980583061551,Bald & Bankrupt,Travel
village,0.7102803739116953,0.2984562607047889,0.6213592232642096,Bald & Bankrupt,Travel
village,0.7102803739116953,0.2984562607047889,0.6213592232642096,Bald & Bankrupt,Travel
south,0.560747663577605,0.4219554030866842,0.5922330096691487,Bald & Bankrupt,Travel
troubled,0.2149532709913529,0.8336192110777929,0.3106796116321048,Bald & Bankrupt,Travel
nation,0.6915887850323172,0.4734133790276825,0.6310679611777735,Bald & Bankrupt,Travel
tourist,0.5852803738591252,0.3704974271456858,0.7378640776444527,Bald & Bankrupt,Travel
cross,0.336448598146563,0.4322469983366334,0.7087378640493919,Bald & Bankrupt,Travel
border,0.4363317757213239,0.5351629502186303,0.3786407767357903,Bald & Bankrupt,Travel
find,0.7383177570905756,0.452830188682158,0.6601941747728344,Bald & Bankrupt,Travel
nation,0.6915887850323172,0.4734133790276825,0.6310679611777735,Bald & Bankrupt,Travel
would,0.6290887850761255,0.452830188682158,0.5533980583061551,Bald & Bankrupt,Travel
submit,0.5046728972198444,0.5025728987738938,0.3592233009086624,Bald & Bankrupt,Travel
world,0.694464414144601,0.5969125214095777,0.4757281552889056,Bald & Bankrupt,Travel
dangerous,0.2172897196363219,0.8233276158278438,0.3883495145037233,Bald & Bankrupt,Travel
country,0.7254672897535265,0.5454545454685794,0.4951456311160334,Bald & Bankrupt,Travel
east,0.6074766354956764,0.3190394510503134,0.5145631067975304,Dale Philip,Travel
big,0.6553738318063258,0.7512864493869469,0.7087378640493919,Dale Philip,Travel
city,0.6355140186745567,0.4972126929756516,0.5509708737913563,Dale Philip,Travel
driver,0.5420560748384138,0.4734133790276825,0.718446601962956,Dale Philip,Travel
cancel,0.3925233645043235,0.3717838764940392,0.4690533980552479,Dale Philip,Travel
ride,0.8481308411611276,0.5866209263140025,0.6328883495274649,Dale Philip,Travel
entertainment,0.8317757009267185,0.8644939966732668,0.7475728155580167,Dale Philip,Travel
business,0.6074766354956764,0.7117033909945442,0.5033607169420738,Dale Philip,Travel
class,0.5233644859590357,0.433962264185896,0.3801344286776829,Dale Philip,Travel
airline,0.5887850467564852,0.6380789022550009,0.4781553398037043,Dale Philip,Travel
gift,0.9345794393427372,0.7512864493869469,0.5533980583061551,Dale Philip,Travel
village,0.7102803739116953,0.2984562607047889,0.6213592232642096,Dale Philip,Travel
kid,0.7289719626508865,0.4219554030866842,0.563106796074088,Dale Philip,Travel
rural,0.6168224299353654,0.2572898798593659,0.417475728098784,Dale Philip,Travel
traditional,0.560747663577605,0.2984562607047889,0.5327669902944433,Dale Philip,Travel
breakfast,0.8504672898060965,0.5660377358141041,0.7766990291530775,Dale Philip,Travel
rural,0.6168224299353654,0.2572898798593659,0.417475728098784,Dale Philip,Travel
breakfast,0.8504672898060965,0.5660377358141041,0.7766990291530775,Dale Philip,Travel
hunt,0.3925233645043235,0.7866638079332187,0.5533980583061551,Dale Philip,Travel
rural,0.6168224299353654,0.2572898798593659,0.417475728098784,Dale Philip,Travel
night,0.775700934568958,0.3499142366457873,0.6504854368592704,Dale Philip,Travel
market,0.6168224299353654,0.2881646654548397,0.4690533980552479,Dale Philip,Travel
powerful,0.7383177570905756,0.9262435678642145,0.8446601942567631,Carwow,Automotive
rate,0.5981308411961743,0.4631217839321072,0.5436893203925912,Carwow,Automotive
door,0.5327102803987247,0.3293310463002628,0.6407766990913374,Carwow,Automotive
handle,0.682242990732815,0.4425385934322087,0.6419902912759213,Carwow,Automotive
new,0.7692757009705269,0.4939965695275811,0.5825242719012159,Carwow,Automotive
ranger,0.6816588785365261,0.6174957119094763,0.6990291262814591,Carwow,Automotive
drag,0.4766355140409642,0.5763293310640533,0.5327669902944433,Carwow,Automotive
race,0.6261682243750546,0.6708833619501918,0.6419902912759213,Carwow,Automotive
mud,0.3457943925862521,0.5763293310640533,0.4757281552889056,Carwow,Automotive
generation,0.6074766354956764,0.5763293310640533,0.5242718447110942,Carwow,Automotive
drag,0.4766355140409642,0.5763293310640533,0.5327669902944433,Carwow,Automotive
race,0.6261682243750546,0.6708833619501918,0.6419902912759213,Carwow,Automotive
land,0.6355140186745567,0.3293310463002628,0.6213592232642096,Carwow,Automotive
discovery,0.8037383177478382,0.7512864493869469,0.7378640776444527,Carwow,Automotive
race,0.6261682243750546,0.6708833619501918,0.6419902912759213,Carwow,Automotive
civic,0.551401869137916,0.2778730703592643,0.6213592232642096,Carwow,Automotive
type,0.5327102803987247,0.3621355059954536,0.5825242719012159,Carwow,Automotive
drag,0.4766355140409642,0.5763293310640533,0.5327669902944433,Carwow,Automotive
race,0.6261682243750546,0.6708833619501918,0.6419902912759213,Carwow,Automotive
car,0.5327102803987247,0.4837049742776318,0.572815533987652,Carwow,Automotive
boot,0.5887850467564852,0.2881646654548397,0.563106796074088,Carwow,Automotive
world,0.694464414144601,0.5969125214095777,0.4757281552889056,Carwow,Automotive
new,0.7692757009705269,0.4939965695275811,0.5825242719012159,Carwow,Automotive
make,0.6728971962931259,0.4734133790276825,0.7603155340058558,Car Throttle,Automotive
ugly,0.2429906541702332,0.5660377358141041,0.2330097087604864,Car Throttle,Automotive
car,0.5327102803987247,0.4837049742776318,0.572815533987652,Car Throttle,Automotive
cool,0.6542056075539348,0.3825042880905237,0.6601941747728344,Car Throttle,Automotive
budget,0.4713785046949242,0.6380789022550009,0.6213592232642096,Car Throttle,Automotive
year,0.4672897196012751,0.3704974271456858,0.4690533980552479,Car Throttle,Automotive
old,0.2990654205279937,0.4219554030866842,0.145631067975304,Car Throttle,Automotive
land,0.6355140186745567,0.3293310463002628,0.6213592232642096,Car Throttle,Automotive
challenge,0.6915887850323172,0.7770154374346331,0.6783980582697473,Car Throttle,Automotive
swap,0.551401869137916,0.4837049742776318,0.427184466012348,Car Throttle,Automotive
mile,0.5420560748384138,0.2984562607047889,0.563106796074088,Car Throttle,Automotive
race,0.6261682243750546,0.6708833619501918,0.6419902912759213,Car Throttle,Automotive
movie,0.7289719626508865,0.6998284734459485,0.8446601942567631,Car Throttle,Automotive
camera,0.7342289719969265,0.6483704975049501,0.5436893203925912,Car Throttle,Automotive
car,0.5327102803987247,0.4837049742776318,0.572815533987652,Car Throttle,Automotive
way,0.6542056075539348,0.2469982847637905,0.7281553398765199,Car Throttle,Automotive
fill,0.6028037383459254,0.4219554030866842,0.6796116504543313,Car Throttle,Automotive
car,0.5327102803987247,0.4837049742776318,0.572815533987652,Car Throttle,Automotive
car,0.5327102803987247,0.4837049742776318,0.572815533987652,Car Throttle,Automotive
challenge,0.6915887850323172,0.7770154374346331,0.6783980582697473,Car Throttle,Automotive
mile,0.5420560748384138,0.2984562607047889,0.563106796074088,Car Throttle,Automotive
engine,0.5887850467564852,0.5763293310640533,0.6213592232642096,Car Throttle,Automotive
challenge,0.6915887850323172,0.7770154374346331,0.6783980582697473,Car Throttle,Automotive
brake,0.4299065421228928,0.6174957119094763,0.5048543688839664,Car Throttle,Automotive
make,0.6728971962931259,0.4734133790276825,0.7603155340058558,Car Throttle,Automotive
review,0.6168224299353654,0.5557461407185287,0.5436893203925912,Mr. Nigel Ng,Comedy
weird,0.6074766354956764,0.6174957119094763,0.4368932039259119,Mr. Nigel Ng,Comedy
man,0.6168224299353654,0.5866209263140025,0.6601941747728344,Mr. Nigel Ng,Comedy
love,0.9719626168211196,0.7577186964374619,0.6844660194839287,Mr. Nigel Ng,Comedy
balloon,0.7663551402694558,0.7169811320929479,0.5339805824790272,Mr. Nigel Ng,Comedy
recreate,0.6074766354956764,0.555102915967165,0.6116504854962768,Mr. Nigel Ng,Comedy
rice,0.5794392523167962,0.2270583190152557,0.6237864077790083,Mr. Nigel Ng,Comedy
chef,0.7118380062949456,0.4939965695275811,0.5825242719012159,Mr. Nigel Ng,Comedy
strike,0.3738317757651323,0.6380789022550009,0.5825242719012159,Mr. Nigel Ng,Comedy
salt,0.5794392523167962,0.5351629502186303,0.5145631067975304,Mr. Nigel Ng,Comedy
review,0.6168224299353654,0.5557461407185287,0.5436893203925912,Mr. Nigel Ng,Comedy
insane,0.2990654205279937,0.5660377358141041,0.2135922329333585,Mr. Nigel Ng,Comedy
food,0.8878504672844789,0.6453435577618766,0.8058252427481383,Mr. Nigel Ng,Comedy
war,0.1559579439325214,0.8927958834176598,0.1941747572518616,Mr. Nigel Ng,Comedy
make,0.6728971962931259,0.4734133790276825,0.7603155340058558,Mr. Nigel Ng,Comedy
butter,0.7663551402694558,0.339622641550212,0.5922330096691487,Mr. Nigel Ng,Comedy
chicken,0.6728971962931259,0.5248713551230548,0.4660194175209728,Mr. Nigel Ng,Comedy
special,0.795560747700727,0.6483704975049501,0.7694174757543123,Mr. Nigel Ng,Comedy
review,0.6168224299353654,0.5557461407185287,0.5436893203925912,Mr. Nigel Ng,Comedy
salad,0.6290887850761255,0.3428387649982825,0.6407766990913374,Mr. Nigel Ng,Comedy
learn,0.775700934568958,0.3739279588442109,0.6041822254955516,Mr. Nigel Ng,Comedy
make,0.6728971962931259,0.4734133790276825,0.7603155340058558,Mr. Nigel Ng,Comedy
roll,0.6074766354956764,0.4939965695275811,0.563106796074088,Mr. Nigel Ng,Comedy
moment,0.663551401853437,0.5351629502186303,0.6893203883678951,Mr. Nigel Ng,Comedy
balloon,0.7663551402694558,0.7169811320929479,0.5339805824790272,WillNE,Comedy
take,0.5327102803987247,0.5248713551230548,0.6407766990913374,WillNE,Comedy
make,0.6728971962931259,0.4734133790276825,0.7603155340058558,WillNE,Comedy
dog,0.8130841121875272,0.4364847139460616,0.5242718447110942,WillNE,Comedy
fly,0.6915887850323172,0.6895368781959993,0.572815533987652,WillNE,Comedy
video,0.6915887850323172,0.6380789022550009,0.6796116504543313,WillNE,Comedy
end,0.4205607476832037,0.6998284734459485,0.6796116504543313,WillNE,Comedy
get,0.6261682243750546,0.5068610634742372,0.8058252427481383,WillNE,Comedy
live,0.6261682243750546,0.6419382504544351,0.8058252427481383,WillNE,Comedy
tv,0.7663551402694558,0.4219554030866842,0.4466019416938448,WillNE,Comedy
give,0.7383177570905756,0.5969125214095777,0.7876213592512253,WillNE,Comedy
talk,0.6542056075539348,0.4682675814798949,0.7087378640493919,WillNE,Comedy
mortgage,0.3084112149676828,0.5866209263140025,0.3203883495456688,WillNE,Comedy
world,0.694464414144601,0.5969125214095777,0.4757281552889056,WillNE,Comedy
currency,0.6115654205893254,0.6380789022550009,0.5242718447110942,WillNE,Comedy
charity,0.663551401853437,0.3807890222412611,0.7475728155580167,WillNE,Comedy
match,0.7196261682111974,0.5042881646231564,0.7148058252635733,WillNE,Comedy
sibling,0.6448598131142457,0.5248713551230548,0.6796116504543313,WillNE,Comedy
free,1.0,0.6174957119094763,0.8737864078518238,WillNE,Comedy
machine,0.5940420561025253,0.4322469983366334,0.5825242719012159,WillNE,Comedy
hour,0.5414719626421248,0.345676521036359,0.5825242719012159,WillNE,Comedy
world,0.694464414144601,0.5969125214095777,0.4757281552889056,WillNE,Comedy
car,0.5327102803987247,0.4837049742776318,0.572815533987652,WillNE,Comedy
sticky,0.4392523364223949,0.5763293310640533,0.3980582524172872,Jungle Beat,Education
situation,0.4953271027801554,0.452830188682158,0.5825242719012159,Jungle Beat,Education
hot,0.570093458017294,0.7924528302323699,0.5054611650490739,Jungle Beat,Education
stuff,0.6168224299353654,0.5261578044714083,0.5339805824790272,Jungle Beat,Education
go,0.7476635513900777,0.5969125214095777,0.8446601942567631,Jungle Beat,Education
kid,0.7289719626508865,0.4219554030866842,0.563106796074088,Jungle Beat,Education
cartoon,0.7780373832139269,0.5248713551230548,0.7669902912395136,Jungle Beat,Education
short,0.5327102803987247,0.4837049742776318,0.4757281552889056,Jungle Beat,Education
mode,0.5079714129209332,0.4219554030866842,0.572815533987652,Jungle Beat,Education
camera,0.7342289719969265,0.6483704975049501,0.5436893203925912,Jungle Beat,Education
trap,0.2429906541702332,0.7307032590414223,0.2135922329333585,Jungle Beat,Education
good,0.7570093458297666,0.2270583190152557,0.8349514563431991,Jungle Beat,Education
morning,0.6168224299353654,0.3910806174912104,0.6990291262814591,Jungle Beat,Education
jungle,0.6553738318063258,0.5351629502186303,0.563106796074088,Jungle Beat,Education
beat,0.551401869137916,0.6380789022550009,0.427184466012348,Jungle Beat,Education
movie,0.7289719626508865,0.6998284734459485,0.8446601942567631,Jungle Beat,Education
movie,0.7289719626508865,0.6998284734459485,0.8446601942567631,Jungle Beat,Education
clip,0.5414719626421248,0.3814322469926248,0.5048543688839664,Jungle Beat,Education
kid,0.7289719626508865,0.4219554030866842,0.563106796074088,Jungle Beat,Education
cartoon,0.7780373832139269,0.5248713551230548,0.7669902912395136,Jungle Beat,Education
new,0.7692757009705269,0.4939965695275811,0.5825242719012159,Jungle Beat,Education
home,0.9158878504633592,0.1112778730322289,0.8737864078518238,Jungle Beat,Education
rainbow,0.8224299066272163,0.4779159519784805,0.6116504854962768,Jungle Beat,Education
red,0.6542056075539348,0.7512864493869469,0.5533980583061551,Jungle Beat,Education
kid,0.7289719626508865,0.4219554030866842,0.563106796074088,Jungle Beat,Education
cartoon,0.7780373832139269,0.5248713551230548,0.7669902912395136,Jungle Beat,Education
short,0.5327102803987247,0.4837049742776318,0.4757281552889056,Jungle Beat,Education
middle,0.5420560748384138,0.3910806174912104,0.572815533987652,Jungle Beat,Education
hero,0.7692757009705269,0.6586620926005254,0.6699029126863982,Jungle Beat,Education
kid,0.7289719626508865,0.4219554030866842,0.563106796074088,Jungle Beat,Education
cartoon,0.7780373832139269,0.5248713551230548,0.7669902912395136,Jungle Beat,Education
short,0.5327102803987247,0.4837049742776318,0.4757281552889056,Jungle Beat,Education
weather,0.6115654205893254,0.4779159519784805,0.2524271844419833,Moonbug Kid,Education
sorry,0.5327102803987247,0.5660377358141041,0.5145631067975304,Moonbug Kid,Education
